GENE	FREQUENCY
ICAM3	9
ICAM4	0
ICAM5	0
ICK	0
ICMT	0
ICOS	0
ICOSLG	0
ID1	43
ID2	3
ID3	56
ID4	28
IDE	0
IDH1	0
IDH2	0
IDH3A	0
IDH3B	0
IDH3G	0
IER3	5
IFI16	103
IFI27	1
IFI35	7
IFIT1	2
IFIT2	0
IFIT3	0
IFITM1	5
IFITM2	3
IFITM3	0
IFNA1	0
IFNA10	0
IFNA14	0
IFNA16	0
IFNA17	0
IFNA2	0
IFNA21	0
IFNA4	0
IFNA5	0
IFNA6	0
IFNA7	0
IFNA8	0
IFNAR1	0
IFNAR2	0
IFNB1	0
IFNE1	0
IFNG	1
IFNGR1	13
IFNGR2	0
IFNK	0
IFNW1	0
IFT172	0
IFT57	0
IFT88	0
IGBP1	0
IGF1	3
IGF1R	0
IGF2	40
IGF2BP1	0
IGF2BP2	0
IGF2BP3	0
IGF2R	12
IGFALS	0
IGFBP1	1
IGFBP2	189
IGFBP3	198
IGFBP4	36
IGFBP5	43
IGFBP6	4
IGFBP7	17
IGHA1	0
IGHE	0
IGHG1	0
IGHG3	0
IGHM	11
IGHV	0
IGHV1-69	0
IGHV4-31	0
IGHV7-81	0
IGJ	0
IGKC	24
IGKV A18	0
IGKV1-5	14
IGKV2-24	0
IGKV4-1	0
IGLC1	0
IGLL1	0
IGLV	0
IGLV1-36	0
IGLV1-40	0
IGLV1-44	0
IGLV10-54	0
IGLV11-55	0
IGLV2-11	0
IGLV2-14	6
IGLV2-18	0
IGLV2-23	0
IGLV2-33	0
IGLV3-12	0
IGLV3-16	0
IGLV3-22	0
IGLV3-25	11
IGLV3-27	0
IGLV4-3	0
IGLV4-60	0
IGLV4-69	0
IGLV5-37	0
IGLV5-45	0
IGLV6-57	0
IGLV7-43	0
IGLV7-46	0
IGLV8-61	0
IGM	0
IGSF1	0
IGSF5	0
IGSF8	0
IHH	0
IK	0
IKBKAP	0
IKBKB	0
IKBKE	0
IKBKG	0
IKZF1	0
IKZF2	0
IKZF3	0
IKZF4	0
IKZF5	0
IL10	0
IL10RA	74
IL10RB	91
IL11	0
IL11RA	9
IL12A	0
IL12B	0
IL12RB1	0
IL12RB2	0
IL13	0
IL13RA1	41
IL13RA2	56
IL15	4
IL15RA	2
IL16	0
IL17A	0
IL17B	0
IL17RA	0
IL17RB	0
IL18	36
IL18BP	0
IL18R1	0
IL18RAP	0
IL19	0
IL1A	2
IL1B	8
IL1F10	0
IL1F7	0
IL1R1	1
IL1R2	18
IL1RAP	17
IL1RL1	0
IL1RL2	0
IL1RN	0
IL2	0
IL20	0
IL20RA	0
IL20RB	0
IL21	0
IL21R	0
IL22	0
IL22RA1	0
IL22RA2	0
IL23A	0
IL23R	0
IL24	0
IL25	0
IL27	0
IL27RA	0
IL28A	0
IL28B	0
IL28RA	0
IL29	0
IL2RA	4
IL2RB	3
IL2RG	8
IL3	0
IL31RA	0
IL32	2
IL3RA	0
IL4	0
IL4R	6
IL5	0
IL5RA	0
IL6	20
IL6R	0
IL6ST	0
IL7	9
IL7R	14
IL8	65
IL8RA	0
IL8RB	0
IL9	0
IL9R	0
ILF2	0
ILF3	0
ILK	0
ILP3	0
ILVBL	0
IMMT	0
IMP3	0
IMP4	0
IMPA1	0
IMPA2	1
IMPDH1	0
IMPDH2	0
INA	0
INADL	0
INCENP	0
ING1	0
ING2	0
ING3	0
ING4	0
INHA	0
INHBA	2
INHBB	4
INHBC	0
INHBE	2
INPP1	0
INPP4A	0
INPP4B	1
INPP5B	0
INPP5D	0
INPP5E	0
INPP5K	0
INPPL1	0
INS	0
INSIG1	0
INSL3	0
INSM1	0
INSR	0
INSRR	0
INVS	0
IPCEF1	0
IPO11	0
IPO13	0
IPO4	2
IPO5	0
IPO7	0
IPO8	0
IPO9	0
IQGAP1	26
IQGAP2	15
IQGAP3	0
IQSEC1	3
IQSEC2	0
IRAK1	1
IRAK2	0
IRAK3	0
IRAK4	0
IREB2	0
IRF1	41
IRF2	13
IRF3	0
IRF4	0
IRF5	0
IRF6	0
IRF7	10
IRF8	3
IRF9	4
IRS1	2
IRS2	2
IRS4	0
IRX1	0
IRX3	0
IRX4	0
IRX5	0
ISG15	4
ISG20	22
ISL1	1
ISL2	0
ISLR	3
ITCH	1
ITGA1	0
ITGA10	2
ITGA11	0
ITGA2	67
ITGA2B	0
ITGA3	14
ITGA4	4
ITGA5	48
ITGA6	24
ITGA7	34
ITGA8	4
ITGA9	0
ITGAD	0
ITGAE	0
ITGAL	0
ITGAM	0
ITGAV	26
ITGAX	0
ITGB1	0
ITGB1BP1	0
ITGB2	147
ITGB3	0
ITGB3BP	47
ITGB4	1
ITGB5	12
ITGB6	5
ITGB7	1
ITGB8	17
ITGBL1	6
ITIH1	0
ITIH2	0
ITIH3	0
ITIH4	0
ITK	3
ITPK1	0
ITPKA	61
ITPKB	12
ITPR1	55
ITPR2	2
ITPR3	4
ITSN1	0
ITSN2	0
IVD	0
IVL	3
IVNS1ABP	0
JAG1	19
JAG2	0
JAK1	4
JAK2	0
JAK3	0
JAM2	12
JAM3	1
JARID1A	0
JARID1B	1
JARID1C	0
JARID1D	0
JARID2	0
JAZF1	0
JDP2	0
JMJD1A	0
JMJD1B	0
JMJD1C	0
JMJD2A	0
JMJD2B	0
JMJD2C	0
JMJD6	0
JMY	0
JPH1	0
JPH2	0
JTV1	0
JUB	0
JUN	3
JUNB	7
JUND	1
JUP	13
KAI1	0
KAL1	14
KALRN	0
KARS	0
KATNA1	3
KATNB1	0
KBF2	0
KCNA1	0
KCNA10	0
KCNA2	0
KCNA3	0
KCNA4	0
KCNA5	0
KCNA6	0
KCNA7	0
KCNAB1	4
KCNAB2	0
KCNAB3	0
KCNB1	52
KCNB2	0
KCNC1	8
KCNC2	0
KCND1	0
KCND2	4
KCND3	0
KCNE1	0
KCNE2	0
KCNE4	1
KCNF1	0
KCNG1	0
KCNG2	0
KCNG3	0
KCNG4	0
KCNH1	0
KCNH2	0
KCNH3	0
KCNH4	0
KCNH5	0
KCNH6	0
KCNH7	0
KCNH8	0
KCNIP1	4
KCNIP2	0
KCNIP3	0
KCNIP4	0
KCNJ1	0
KCNJ10	0
KCNJ11	0
KCNJ12	0
KCNJ15	1
KCNJ16	2
KCNJ2	1
KCNJ3	0
KCNJ4	0
KCNJ5	0
KCNJ6	49
KCNJ8	1
KCNJ9	0
KCNK12	0
KCNK13	0
KCNK15	0
KCNK5	0
KCNK6	0
KCNK7	0
KCNK9	0
KCNMA1	0
KCNMB1	2
KCNN1	0
KCNN2	1
KCNN3	0
KCNN4	0
KCNQ1	0
KCNQ2	0
KCNQ3	0
KCNQ4	0
KCNQ5	0
KCNS3	1
KCNV1	47
KCNV2	0
KCTD13	1
KCTD17	0
KCTD5	0
KDELR1	6
KDELR2	53
KDELR3	3
KDR	17
KEAP1	0
KHDRBS1	0
KHDRBS2	3
KHDRBS3	5
KHSRP	0
KIAA0053	0
KIAA0146	0
KIAA0391	0
KIAA0528	0
KIAA0776	0
KIAA0841	0
KIAA0907	0
KIAA1033	0
KIAA1109	0
KIAA1333	0
KIAA1543	0
KIAA1627	0
KIAA1683	0
KIAA1688	0
KIAA1875	0
KIAA1967	0
KIF11	17
KIF13A	0
KIF13B	0
KIF14	11
KIF15	28
KIF17	0
KIF18A	5
KIF1B	0
KIF1C	1
KIF20A	22
KIF21A	0
KIF21B	2
KIF23	13
KIF27	0
KIF2A	0
KIF2B	0
KIF2C	62
KIF3A	3
KIF3B	1
KIF3C	4
KIF4A	3
KIF4B	0
KIF5A	51
KIF5B	0
KIF5C	55
KIF7	0
KIFAP3	1
KIFC1	4
KIFC3	0
KIN	0
KIN27	0
KIR2DL1	0
KIR2DL2	0
KIR2DL3	0
KIR2DL4	0
KIR2DL5A	0
KIR2DS1	0
KIR2DS2	0
KIR2DS3	0
KIR2DS4	0
KIR3DL1	0
KIR3DL2	0
KIR3DL3	0
KIR3DS1	0
KIRREL	0
KISS1	0
KISS1R	0
KIT	22
KITLG	0
KL	2
KLB	0
KLC1	29
KLC2	2
KLC3	0
KLC4	0
KLF1	0
KLF10	0
KLF11	0
KLF12	0
KLF13	0
KLF15	0
KLF16	0
KLF2	0
KLF3	0
KLF4	0
KLF5	1
KLF6	10
KLF9	0
KLHL12	0
KLHL13	0
KLHL2	2
KLHL20	0
KLHL9	0
KLK1	0
KLK10	0
KLK11	0
KLK13	0
KLK2	0
KLK3	0
KLK6	2
KLK7	0
KLK9	0
KLKB1	0
KLRB1	2
KLRC1	0
KLRC2	0
KLRC3	4
KLRC4	0
KLRD1	0
KLRG1	0
KLRK1	4
KNG1	0
KNS2	0
KNTC1	9
KPNA1	0
KPNA2	10
KPNA3	0
KPNA4	1
KPNA5	0
KPNA6	0
KPNA7	0
KPNB1	0
KRAS	7
KREMEN2	0
KRIT1	0
KRR1	0
KRT1	1
KRT10	0
KRT13	5
KRT14	5
KRT15	7
KRT16	6
KRT17	8
KRT18	22
KRT19	21
KRT2	0
KRT20	0
KRT3	0
KRT31	0
KRT32	0
KRT35	0
KRT4	0
KRT5	7
KRT6A	7
KRT6B	7
KRT7	2
KRT72	0
KRT8	21
KRT81	0
KRT85	0
KRT9	0
KSR1	0
KSR2	0
KTN1	0
L-SELECTIN	0
L1CAM	0
L3MBTL	0
L3MBTL2	0
LAGE3	0
LALBA	0
LAMA1	0
LAMA2	52
LAMA3	12
LAMA4	10
LAMA5	12
LAMB1	134
LAMB2	66
LAMB3	14
LAMB4	0
LAMC1	143
LAMC2	4
LAMC3	7
LAPTM5	86
LARP1	0
LARS	0
LASP1	0
LASS2	0
LAT	1
LAT2	1
LATS1	0
LATS2	0
LAX1	0
LBP	1
LBR	44
LBX1	0
LCAT	0
LCK	3
LCN1	0
LCN2	1
LCP1	15
LCP2	31
LCT	0
LDB1	0
LDB2	3
LDB3	0
LDHA	0
LDHB	0
LDHC	0
LDLR	8
LDLRAD3	0
LDLRAP1	0
LDOC1	11
LECT1	0
LEF1	0
LEFTY1	0
LEFTY2	8
LENEP	0
LEO1	0
LEP	0
LEPR	1
LFNG	0
LGALS1	0
LGALS3	1
LGALS3BP	88
LGI1	2
LGI2	0
LGMN	7
LGR4	0
LGR5	0
LHB	0
LHCGR	0
LHX1	0
LHX2	24
LHX3	0
LHX4	0
LHX5	0
LHX6	17
LHX9	0
LIF	0
LIFR	3
LIG1	1
LIG3	0
LIG4	0
LILRA1	0
LILRA3	0
LILRB1	19
LILRB2	5
LILRB3	0
LILRB4	1
LIMA1	13
LIMD1	3
LIMD2	0
LIMK1	0
LIMK2	1
LIMS1	37
LIMS2	0
LIN54	0
LIN7A	0
LIN7B	0
LIN7C	0
LIN9	0
LINGO1	0
LIPA	0
LIPC	0
LIPE	0
LIPF	0
LIPG	14
LITAF	10
LLGL1	0
LLGL2	1
LMAN1	2
LMLN	0
LMNA	3
LMNB1	98
LMNB2	24
LMO1	2
LMO2	29
LMO3	37
LMO4	5
LMO7	0
LMOD1	0
LMX1A	0
LMX1B	0
LNPEP	0
LNX1	0
LNX2	0
LOC392787	0
LOC401308	0
LONP2	0
LOR	1
LOX	3
LPA	0
LPAR1	0
LPAR2	0
LPAR3	0
LPAR4	0
LPL	68
LPO	0
LPP	1
LPXN	9
LRAT	0
LRCH4	0
LRDD	0
LRIG1	8
LRP1	17
LRP10	15
LRP12	0
LRP1B	8
LRP2	1
LRP3	0
LRP4	3
LRP5	6
LRP6	0
LRP8	0
LRPAP1	0
LRPPRC	0
LRRC1	0
LRRC41	0
LRRC4C	0
LRRC59	0
LRRC7	0
LRRFIP1	0
LRRFIP2	0
LRRK1	0
LRSAM1	0
LSM1	1
LSM10	0
LSM11	0
LSM2	17
LSM3	0
LSM4	0
LSM5	6
LSM6	0
LSM7	5
LSM8	4
LSP1	1
LST1	17
LST8	0
LTA	1
LTA4H	0
LTB	2
LTB4R	0
LTB4R2	0
LTBP1	23
LTBP3	3
LTBP4	0
LTBR	0
LTC4S	0
LTF	40
LTK	0
LUM	40
LY6E	0
LY6H	1
LY86	6
LY96	51
LYAR	0
LYL1	0
LYN	58
LYPLA1	6
LYST	0
LYZ	31
LZTS1	0
M18BP1	0
M6PR	0
M6PRBP1	6
MACF1	1
MAD1L1	0
MAD2L1	123
MAD2L2	0
MADCAM1	0
MADD	2
MADH5	0
MAF	0
MAFA	0
MAFB	0
MAFF	2
MAFG	0
MAFK	0
MAG	0
MAGEA1	0
MAGEA4	0
MAGED1	3
MAGEH1	1
MAGI1	0
MAGI2	10
MAGI3	0
MAGOH	2
MAGOHB	0
MAGOHP	0
MAK	0
MAL	4
MALL	0
MALT1	2
MAML1	0
MAML2	0
MAML3	0
MAN1A1	0
MAN1A2	0
MAN1B1	0
MAN1C1	2
MAN2A2	0
MAN2B1	0
MAN2C1	0
MAOA	0
MAOB	0
MAP1A	0
MAP1B	35
MAP1D	0
MAP1LC3A	0
MAP1LC3B	0
MAP1S	0
MAP2	47
MAP2K1	8
MAP2K2	0
MAP2K3	0
MAP2K4	8
MAP2K5	0
MAP2K6	0
MAP2K7	0
MAP3K1	2
MAP3K10	0
MAP3K11	0
MAP3K12	0
MAP3K13	0
MAP3K14	3
MAP3K2	0
MAP3K3	0
MAP3K4	0
MAP3K5	3
MAP3K6	0
MAP3K7	2
MAP3K7IP1	0
MAP3K7IP2	0
MAP3K7IP3	0
MAP3K8	22
MAP3K9	0
MAP4	0
MAP4K1	1
MAP4K2	0
MAP4K3	2
MAP4K4	1
MAP4K5	0
MAPK1	8
MAPK10	114
MAPK11	0
MAPK12	0
MAPK13	15
MAPK14	2
MAPK15	0
MAPK3	0
MAPK4	0
MAPK6	0
MAPK7	0
MAPK8	0
MAPK8IP1	0
MAPK8IP2	0
MAPK8IP3	0
MAPK9	1
MAPKAP1	0
MAPKAPK2	0
MAPKAPK3	0
MAPKAPK5	0
MAPKSP1	0
MAPRE1	4
MAPRE2	0
MAPRE3	0
MAPT	81
MARCH7	0
MARCH8	0
MARCKS	1
MARCKSL1	1
MARK1	0
MARK2	0
MARK3	0
MARK4	1
MARS	1
MAS1	0
MASP1	0
MASP2	0
MAST1	0
MAST2	0
MAST3	7
MAST4	0
MASTL	0
MAT1A	0
MAT2A	0
MAT2B	0
MATK	0
MATN1	0
MATN2	125
MATN3	1
MATR3	1
MAVS	0
MAX	0
MAZ	0
MB	0
MBD1	0
MBD2	0
MBD3	0
MBD3L1	0
MBD3L2	0
MBD4	0
MBL2	0
MBP	50
MBTPS1	0
MBTPS2	0
MC1R	0
MC2R	0
MC3R	0
MC4R	0
MC5R	0
MCAM	5
MCC	6
MCCC1	0
MCCC2	0
MCF2	0
MCF2L	5
MCFD2	0
MCHR1	0
MCHR2	0
MCL1	2
MCM10	28
MCM2	174
MCM3	51
MCM3AP	0
MCM4	20
MCM5	82
MCM6	51
MCM7	133
MCM8	0
MCRS1	0
MCTS1	0
MDC1	0
MDFI	0
MDFIC	11
MDH1	0
MDH2	0
MDK	42
MDM2	12
MDM2 ISOFORM KB9	0
MDM4	7
ME1	2
ME2	0
MECP2	0
MED1	0
MED10	0
MED11	0
MED12	0
MED12L	0
MED13	0
MED13L	1
MED14	0
MED15	0
MED16	0
MED17	13
MED18	0
MED20	1
MED21	1
MED22	0
MED23	4
MED24	0
MED25	0
MED26	0
MED27	0
MED28	20
MED29	0
MED30	0
MED31	0
MED4	0
MED6	0
MED7	0
MED8	0
MED9	0
MEF2A	0
MEF2B	0
MEF2C	43
MEF2D	0
MEFV	0
MEGF9	0
MEIS1	17
MEIS2	10
MEIS3	0
MEIS3P1	0
MEIS3P2	0
MELK	182
MEN1	0
MEOX1	1
MEOX2	2
MEP1A	0
MEP1B	0
MERTK	6
MET	5
METAP1	0
METAP2	0
METTL2A	0
METTL3	0
MFAP2	15
MFAP5	7
MFGE8	1
MFN1	0
MFNG	0
MFRP	0
MGAM	0
MGAT1	0
MGEA5	0
MGMT	0
MGP	97
MGRN1	0
MIA	0
MIA2	0
MIB1	0
MIB2	0
MICA	0
MICAL1	1
MICALL1	4
MICB	0
MID1	0
MID1IP1	0
MID2	0
MIER1	0
MIF	1
MINA	0
MINK1	0
MIP	0
MIPEP	0
MIS12	8
MIST	0
MITD1	0
MITF	1
MIZF	0
MKI67	18
MKL1	0
MKL2	0
MKNK1	0
MKNK2	0
MLC1	9
MLF1	0
MLF1IP	53
MLH1	1
MLH3	0
MLL	0
MLL2	0
MLL3	0
MLLT1	0
MLLT3	0
MLLT4	0
MLLT6	0
MLN	0
MLNR	0
MLPH	19
MLTK	0
MLX	0
MLXIP	0
MLXIPL	0
MME	1
MMP1	30
MMP10	0
MMP11	0
MMP12	23
MMP13	2
MMP14	2
MMP15	0
MMP16	0
MMP17	0
MMP19	0
MMP2	154
MMP20	0
MMP21	0
MMP23A	0
MMP24	0
MMP25	0
MMP26	0
MMP27	0
MMP28	0
MMP3	6
MMP7	44
MMP8	1
MMP9	94
MMRN1	4
MMS19	0
MNAT1	1
MNDA	28
MNT	0
MNX1	0
MOAP1	4
MOBKL1B	0
MOBKL3	0
MOCS2	0
MOCS3	0
MOG	39
MON2	0
MORF4L1	0
MORF4L2	0
MOS	0
MOXD1	0
MOXD2	0
MPDZ	0
MPDZ VARIANT PROTEIN	0
MPG	0
MPHOSPH1	3
MPHOSPH10	0
MPL	0
MPO	0
MPP1	1
MPP2	0
MPP3	0
MPP4	0
MPP5	1
MPP6	0
MPST	0
MPZ	0
MRAS	20
MRC1	0
MRE11A	0
MRGBP	0
MRLC3	0
MRP63	0
MRPL11	0
MRPL12	0
MRPL23	0
MRPL34	0
MRPS11	0
MRPS12	0
MRPS16	0
MRPS24	0
MRPS7	0
MS4A1	2
MS4A2	0
MSC	0
MSH2	3
MSH3	0
MSH4	0
MSH5	0
MSH6	1
MSI1	0
MSL3	0
MSMB	0
MSN	215
MSR1	0
MST1	1
MST1R	1
MST4	0
MSTN	4
MSX1	21
MSX2	1
MT-ATP6	0
MT-ATP8	0
MT-CO1	0
MT-CO2	0
MT-CO3	0
MT-CYB	0
MT-ND1	0
MT-ND2	0
MT-ND3	0
MT-ND4	0
MT-ND4L	0
MT-ND5	0
MT-ND6	0
MT1E	0
MT1F	0
MT1G	0
MT1H	0
MT1M	0
MT1X	0
MT2A	0
MTA1	0
MTA2	0
MTA3	0
MTBP	0
MTCH1	0
MTCH2	0
MTCP1	0
MTDH	0
MTHFD1	0
MTHFD1L	0
MTHFD2	0
MTIF2	0
MTMR2	0
MTMR8	0
MTMR9	0
MTNR1A	0
MTNR1B	0
MTPN	0
MTSS1	0
MTTP	6
MTX1	0
MTX2	0
MUC1	11
MUC2	0
MUC20	0
MUC4	0
MUC5AC	0
MUC7	0
MUS81	0
MUSK	0
MUTYH	0
MVD	0
MVK	0
MVP	28
MX1	3
MX2	3
MXD1	0
MXD3	0
MXD4	0
MXI1	0
MXRA5	12
MXRA8	2
MYB	4
MYBBP1A	0
MYBL1	11
MYBL2	7
MYBPC1	36
MYBPC2	0
MYBPC3	0
MYBPH	0
MYC	105
MYCBP	2
MYCBP2	1
MYCBPAP	0
MYCL1	0
MYCL2	0
MYCN	0
MYD88	26
MYF5	0
MYF6	0
MYH1	0
MYH10	6
MYH11	1
MYH13	0
MYH14	0
MYH15	0
MYH16	0
MYH2	0
MYH3	0
MYH4	0
MYH6	0
MYH7	0
MYH7B	0
MYH8	0
MYH9	12
MYL1	0
MYL2	0
MYL3	0
MYL4	0
MYL5	0
MYL7	0
MYL9	27
MYLC2B	0
MYLC2PL	0
MYLK	13
MYLK2	0
MYLK3	0
MYLK4	0
MYLPF	0
MYO10	0
MYO15A	0
MYO16	0
MYO18A	0
MYO18B	0
MYO19	0
MYO1A	0
MYO1B	4
MYO1C	0
MYO1D	2
MYO1E	2
MYO1F	17
MYO3A	0
MYO3B	0
MYO5A	0
MYO5B	0
MYO5C	1
MYO6	0
MYO7A	0
MYO7B	0
MYO9A	0
MYO9B	0
MYOC	0
MYOCD	0
MYOD1	0
MYOG	0
MYOM1	0
MYOM2	0
MYST1	0
MYST2	0
MYST3	0
MYST4	0
MYT1	0
MYT1L	0
MZF1	0
NAB1	0
NAB2	0
NACA	0
NACAP1	0
NACC1	0
NAE1	0
NAGA	1
NAIP	0
NANOS1	0
NAP1L1	1
NAP1L2	1
NAP1L4	0
NAPA	11
NAPB	0
NAPSA	0
NARG1	0
NARG1L	0
NARS	0
NASP	0
NAT1	2
NAT2	0
NBEA	1
NBLA10058	0
NBN	0
NCALD	0
NCAM1	26
NCAM2	0
NCAN	52
NCAPD2	23
NCAPG	19
NCAPG2	0
NCAPH	3
NCBP1	3
NCBP2	2
NCF1	1
NCF2	53
NCF4	20
NCK1	10
NCK2	1
NCKAP1	0
NCKAP1L	0
NCKIPSD	0
NCL	0
NCOA1	8
NCOA2	0
NCOA3	1
NCOA4	0
NCOA5	0
NCOA6	0
NCOA7	0
NCOR1	0
NCOR2	0
NCR1	0
NCR2	0
NCR3	0
NCSTN	33
NDC80	39
NDE1	0
NDEL1	11
NDN	32
NDNL2	0
NDRG1	0
NDRG2	0
NDRG3	0
NDRG4	0
NDUFA1	0
NDUFA10	1
NDUFA11	0
NDUFA12	0
NDUFA13	0
NDUFA2	0
NDUFA3	2
NDUFA4	1
NDUFA5	1
NDUFA6	1
NDUFA7	0
NDUFA8	1
NDUFA9	0
NDUFAB1	0
NDUFB1	0
NDUFB10	0
NDUFB11	0
NDUFB2	0
NDUFB3	0
NDUFB4	1
NDUFB5	0
NDUFB6	1
NDUFB7	0
NDUFB8	2
NDUFB9	0
NDUFC1	0
NDUFC2	0
NDUFS1	1
NDUFS2	1
NDUFS3	1
NDUFS4	1
NDUFS5	0
NDUFS6	0
NDUFS7	0
NDUFS8	0
NDUFV1	0
NDUFV2	1
NDUFV3	0
NEB	1
NEBL	0
NECAB3	0
NECAP2	0
NEDD1	0
NEDD4	5
NEDD4L	0
NEDD8	0
NEDD9	10
NEF3	0
NEFH	98
NEFL	115
NEFM	117
NEIL1	0
NEK1	0
NEK11	2
NEK2	15
NEK4	0
NEK6	0
NEK7	0
NEK8	0
NEK9	0
NELL1	7
NES	38
NET1	0
NEU1	0
NEU3	0
NEURL2	0
NEUROD1	2
NEUROD2	0
NEUROG1	0
NEUROG2	0
NEUROG3	0
NF1	0
NF2	0
NFAM1	0
NFASC	33
NFAT5/TONEBP	0
NFATC1	0
NFATC2	0
NFATC2IP	0
NFATC3	0
NFATC4	0
NFE2	0
NFE2L1	0
NFE2L2	0
NFE2L3	0
NFIA	0
NFIB	0
NFIC	11
NFIL3	0
NFIX	0
NFKB1	5
NFKB2	0
NFKBIA	1
NFKBIB	0
NFKBIE	0
NFKBIL1	0
NFKBIZ	0
NFRKB	0
NFU1	0
NFX1	0
NFXL1	0
NFYA	0
NFYB	0
NFYC	0
NGB	0
NGEF	0
NGF	0
NGFR	14
NGFRAP1	1
NGLY1	0
NGRN	0
NHEDC1	0
NHEJ1	0
NHLH1	2
NHLH2	0
NHP2L1	0
NID1	160
NID2	132
NIF3L1	0
NIM1	0
NKD1	0
NKD2	0
NKRF	0
NKTR	0
NKX2-1	1
NKX2-2	17
NKX2-3	0
NKX2-5	0
NKX3-1	0
NKX3-2	0
NKX6-1	0
NLGN1	12
NLGN2	0
NLGN3	0
NLK	0
NLP	0
NLRC4	0
NLRP1	0
NLRP12	0
NLRP2	0
NLRP3	0
NLRP4	0
NMA	0
NMB	14
NMBR	0
NMDAR2C	0
NME1	0
NME2	0
NME2P1	0
NME3	0
NME4	0
NME5	0
NME7	0
NMI	13
NMS	0
NMT1	0
NMU	0
NMUR1	0
NMUR2	0
NNMT	75
NOD1	0
NOD2	5
NODAL	0
NOG	0
NOL3	0
NOL5	0
NOL5A	0
NOLC1	0
NOMO2	0
NOMO3	0
NONO	6
NOP2	0
NOS1	0
NOS2	0
NOS3	0
NOSIP	0
NOSTRIN	0
NOTCH1	14
NOTCH2	5
NOTCH2NL	0
NOTCH3	0
NOTCH4	4
NOV	9
NOVA1	0
NOX1	0
NOX3	0
NOX4	1
NOXO1	0
NP	32
NPAS1	0
NPAS2	0
NPAS3	0
NPAS4	0
NPAT	0
NPB	0
NPBWR1	0
NPBWR2	0
NPC1	0
NPFF	0
NPFFR1	0
NPFFR2	0
NPHP1	0
NPHP4	0
NPHS1	0
NPHS2	0
NPLOC4	0
NPM1	10
NPPA	0
NPPB	0
NPPC	0
NPR1	1
NPR2	0
NPR3	0
NPTX1	8
NPTX2	1
NPTXR	0
NPW	0
NPY	27
NPY1R	1
NPY2R	1
NPY5R	0
NQO1	6
NQO2	0
NR0B1	2
NR0B2	0
NR1D1	0
NR1D2	0
NR1H2	0
NR1H3	0
NR1H4	0
NR1I2	0
NR1I3	0
NR2C1	0
NR2C2	0
NR2C2AP	0
NR2E1	3
NR2E3	0
NR2F1	4
NR2F2	0
NR2F6	0
NR3C1	0
NR3C2	4
NR4A1	0
NR4A2	0
NR4A3	0
NR5A1	0
NR5A2	0
NR6A1	0
NRAS	125
NRBF2	0
NRBP1	0
NRCAM	31
NRF1	0
NRG1	0
NRG2	0
NRG3	0
NRG4	0
NRIP1	1
NRIP2	0
NRK	0
NRL	0
NRP1	2
NRP2	0
NRTN	0
NRXN1	59
NRXN2	13
NRXN3	22
NSD1	0
NSF	204
NSFL1C	0
NSL1	0
NSMAF	0
NSUN2	0
NSUN5	0
NSUN5C	0
NT	0
NT5C2	0
NT5E	0
NTF3	0
NTF4	0
NTHL1	0
NTN1	0
NTN4	0
NTNG1	0
NTRK1	1
NTRK2	23
NTRK3	5
NTS	0
NTSR1	0
NTSR2	0
NUAK1	14
NUAK2	1
NUB1	0
NUBP1	0
NUCB1	0
NUCB2	4
NUDC	0
NUDT16L1	0
NUDT21	4
NUDT6	0
NUF2	0
NUMA1	0
NUMB	0
NUMBL	0
NUP107	35
NUP133	0
NUP153	0
NUP155	3
NUP160	0
NUP188	0
NUP205	27
NUP210	0
NUP214	0
NUP35	0
NUP37	74
NUP43	7
NUP50	0
NUP54	9
NUP62	0
NUP85	1
NUP88	4
NUP93	6
NUP98	0
NUPL1	0
NUPL2	2
NUPR1	1
NUSAP1	4
NUTF2	0
NVL	0
NXF1	0
NXF2	0
NXF3	0
NXF5	0
NXT1	2
NXT2	0
OAS1	3
OAS2	1
OAS3	2
OASL	2
OAZ1	0
OAZ2	0
OAZ3	0
OBFC2B	0
OBP2A	0
OBSCN	0
OBSL1	0
OCLN	1
OCRL	0
ODC1	2
ODF1	0
ODF2	0
ODZ1	0
ODZ2	0
ODZ3	0
ODZ4	0
OFD1	0
OGDH	0
OGDHL	0
OGG1	0
OGT	1
OLIG1	0
OLIG2	0
OLIG3	0
OLR1	7
OMG	0
ONECUT1	0
ONECUT2	0
OPHN1	0
OPN1LW	0
OPN1MW	0
OPN4	0
OPRD1	0
OPRK1	0
OPRL1	0
OPRM	0
OPRM1	0
OR10A2	0
OR10A3	0
OR10A4	0
OR10A5	0
OR10A6	0
OR10A7	0
OR10AD1	0
OR10AG1	0
OR10C1	0
OR10G2	0
OR10G3	0
OR10G4	0
OR10G6	0
OR10G7	0
OR10G8	0
OR10G9	0
OR10H1	0
OR10H2	0
OR10H3	0
OR10H4	0
OR10H5	0
OR10J1	0
OR10J3	0
OR10J5	0
OR10K1	0
OR10K2	0
OR10P1	0
OR10Q1	0
OR10R2	0
OR10S1	0
OR10T2	0
OR10V1	0
OR10W1	0
OR10X1	0
OR10Z1	0
OR11A1	0
OR11G2	0
OR11H1	0
OR11H4	0
OR11H6	0
OR11L1	0
OR12D2	0
OR12D3	0
OR13C2	0
OR13C3	0
OR13C4	0
OR13C5	0
OR13C8	0
OR13C9	0
OR13D1	0
OR13F1	0
OR13G1	0
OR13H1	0
OR13J1	0
OR14A16	0
